Variable,Measure,COU,Country,Year,Value
Diseases of the respiratory system,Number of total deaths,PRT,Portugal,2002,9250
Diseases of the respiratory system,Number of total deaths,PRT,Portugal,2003,9553
Diseases of the respiratory system,Number of total deaths,PRT,Portugal,2007,10967
Diseases of the respiratory system,Number of total deaths,PRT,Portugal,2008,11580
Diseases of the respiratory system,Number of total deaths,PRT,Portugal,2009,12202
Diseases of the respiratory system,Number of total deaths,PRT,Portugal,2010,11792
Diseases of the respiratory system,Number of total deaths,PRT,Portugal,2011,11930
Diseases of the respiratory system,Number of total deaths,PRT,Portugal,2012,13908
Diseases of the respiratory system,Number of total deaths,PRT,Portugal,2013,12627
Diseases of the respiratory system,Number of total deaths,PRT,Portugal,2014,12164
Diseases of the digestive system,Number of total deaths,PRT,Portugal,1993,4980
Diseases of the digestive system,Number of total deaths,PRT,Portugal,1994,4411
Diseases of the digestive system,Number of total deaths,PRT,Portugal,1995,4536
Diseases of the digestive system,Number of total deaths,PRT,Portugal,1996,4740
Diseases of the digestive system,Number of total deaths,PRT,Portugal,1997,4505
Diseases of the digestive system,Number of total deaths,PRT,Portugal,1998,4480
Diseases of the digestive system,Number of total deaths,PRT,Portugal,1999,4280
Diseases of the digestive system,Number of total deaths,PRT,Portugal,2000,4141
Diseases of the digestive system,Number of total deaths,PRT,Portugal,2001,4469
Diseases of the digestive system,Number of total deaths,PRT,Portugal,2002,4579
Diseases of the digestive system,Number of total deaths,PRT,Portugal,2003,4612
Diseases of the digestive system,Number of total deaths,PRT,Portugal,2007,4550
Diseases of the digestive system,Number of total deaths,PRT,Portugal,2008,4583
Diseases of the digestive system,Number of total deaths,PRT,Portugal,2009,4639
Diseases of the digestive system,Number of total deaths,PRT,Portugal,2010,4641
Diseases of the digestive system,Number of total deaths,PRT,Portugal,2011,4555
Diseases of the digestive system,Number of total deaths,PRT,Portugal,2012,4541
Diseases of the digestive system,Number of total deaths,PRT,Portugal,2013,4583
Diseases of the digestive system,Number of total deaths,PRT,Portugal,2014,4604
External causes of mortality,Number of total deaths,PRT,Portugal,1993,6043
External causes of mortality,Number of total deaths,PRT,Portugal,1994,5661
External causes of mortality,Number of total deaths,PRT,Portugal,1995,5929
External causes of mortality,Number of total deaths,PRT,Portugal,1996,5795
External causes of mortality,Number of total deaths,PRT,Portugal,1997,5533
External causes of mortality,Number of total deaths,PRT,Portugal,1998,5273
External causes of mortality,Number of total deaths,PRT,Portugal,1999,5022
External causes of mortality,Number of total deaths,PRT,Portugal,2000,4769
External causes of mortality,Number of total deaths,PRT,Portugal,2001,5168
External causes of mortality,Number of total deaths,PRT,Portugal,2002,5741
External causes of mortality,Number of total deaths,PRT,Portugal,2003,5630
External causes of mortality,Number of total deaths,PRT,Portugal,2007,4461
External causes of mortality,Number of total deaths,PRT,Portugal,2008,4554
External causes of mortality,Number of total deaths,PRT,Portugal,2009,4477
External causes of mortality,Number of total deaths,PRT,Portugal,2010,4527
External causes of mortality,Number of total deaths,PRT,Portugal,2011,4108
External causes of mortality,Number of total deaths,PRT,Portugal,2012,3955
External causes of mortality,Number of total deaths,PRT,Portugal,2013,4227
External causes of mortality,Number of total deaths,PRT,Portugal,2014,4818
Neoplasms,Number of total deaths,PRT,Portugal,1993,19720
Neoplasms,Number of total deaths,PRT,Portugal,1994,19561
Neoplasms,Number of total deaths,PRT,Portugal,1995,20439
Neoplasms,Number of total deaths,PRT,Portugal,1996,20833
Neoplasms,Number of total deaths,PRT,Portugal,1997,20922
Neoplasms,Number of total deaths,PRT,Portugal,1998,21325
Neoplasms,Number of total deaths,PRT,Portugal,1999,21451
Neoplasms,Number of total deaths,PRT,Portugal,2000,21988
Neoplasms,Number of total deaths,PRT,Portugal,2001,22407
Neoplasms,Number of total deaths,PRT,Portugal,2002,22788
Neoplasms,Number of total deaths,PRT,Portugal,2003,23257
Neoplasms,Number of total deaths,PRT,Portugal,2007,24006
Neoplasms,Number of total deaths,PRT,Portugal,2008,24608
Neoplasms,Number of total deaths,PRT,Portugal,2009,24912
Neoplasms,Number of total deaths,PRT,Portugal,2010,25492
Neoplasms,Number of total deaths,PRT,Portugal,2011,26081
Neoplasms,Number of total deaths,PRT,Portugal,2012,26296
Neoplasms,Number of total deaths,PRT,Portugal,2013,26407
Neoplasms,Number of total deaths,PRT,Portugal,2014,26742
All causes of death,Number of total deaths,SVK,Slovak Republic,1993,52707
All causes of death,Number of total deaths,SVK,Slovak Republic,1994,51383
All causes of death,Number of total deaths,SVK,Slovak Republic,1995,52683
All causes of death,Number of total deaths,SVK,Slovak Republic,1996,51236
All causes of death,Number of total deaths,SVK,Slovak Republic,1997,52124
All causes of death,Number of total deaths,SVK,Slovak Republic,1998,53156
All causes of death,Number of total deaths,SVK,Slovak Republic,1999,52402
All causes of death,Number of total deaths,SVK,Slovak Republic,2000,52724
All causes of death,Number of total deaths,SVK,Slovak Republic,2001,51980
All causes of death,Number of total deaths,SVK,Slovak Republic,2002,51532
All causes of death,Number of total deaths,SVK,Slovak Republic,2003,52230
All causes of death,Number of total deaths,SVK,Slovak Republic,2004,51852
All causes of death,Number of total deaths,SVK,Slovak Republic,2005,53475
All causes of death,Number of total deaths,SVK,Slovak Republic,2006,53301
All causes of death,Number of total deaths,SVK,Slovak Republic,2007,53856
All causes of death,Number of total deaths,SVK,Slovak Republic,2008,53164
All causes of death,Number of total deaths,SVK,Slovak Republic,2009,52913
All causes of death,Number of total deaths,SVK,Slovak Republic,2010,53445
All causes of death,Number of total deaths,SVK,Slovak Republic,2012,52437
All causes of death,Number of total deaths,SVK,Slovak Republic,2013,52084
All causes of death,Number of total deaths,SVK,Slovak Republic,2014,51345
Certain infectious and parasitic diseases,Number of total deaths,SVK,Slovak Republic,1993,201
Certain infectious and parasitic diseases,Number of total deaths,SVK,Slovak Republic,1994,219
Certain infectious and parasitic diseases,Number of total deaths,SVK,Slovak Republic,1995,184
Certain infectious and parasitic diseases,Number of total deaths,SVK,Slovak Republic,1996,188
Certain infectious and parasitic diseases,Number of total deaths,SVK,Slovak Republic,1997,192
Certain infectious and parasitic diseases,Number of total deaths,SVK,Slovak Republic,1998,120
Certain infectious and parasitic diseases,Number of total deaths,SVK,Slovak Republic,1999,142
Certain infectious and parasitic diseases,Number of total deaths,SVK,Slovak Republic,2000,168
Certain infectious and parasitic diseases,Number of total deaths,SVK,Slovak Republic,2001,186
Certain infectious and parasitic diseases,Number of total deaths,SVK,Slovak Republic,2002,201
Certain infectious and parasitic diseases,Number of total deaths,SVK,Slovak Republic,2003,262
Certain infectious and parasitic diseases,Number of total deaths,SVK,Slovak Republic,2004,234
Certain infectious and parasitic diseases,Number of total deaths,SVK,Slovak Republic,2005,231
Certain infectious and parasitic diseases,Number of total deaths,SVK,Slovak Republic,2006,283
Certain infectious and parasitic diseases,Number of total deaths,SVK,Slovak Republic,2007,297
Certain infectious and parasitic diseases,Number of total deaths,SVK,Slovak Republic,2008,314
Certain infectious and parasitic diseases,Number of total deaths,SVK,Slovak Republic,2009,356
Certain infectious and parasitic diseases,Number of total deaths,SVK,Slovak Republic,2010,373
Certain infectious and parasitic diseases,Number of total deaths,SVK,Slovak Republic,2012,186
Certain infectious and parasitic diseases,Number of total deaths,SVK,Slovak Republic,2013,333
Certain infectious and parasitic diseases,Number of total deaths,SVK,Slovak Republic,2014,368
Diseases of the blood and blood-forming organs,Number of total deaths,SVK,Slovak Republic,1993,61
Diseases of the blood and blood-forming organs,Number of total deaths,SVK,Slovak Republic,1994,63
Diseases of the blood and blood-forming organs,Number of total deaths,SVK,Slovak Republic,1995,72
Diseases of the blood and blood-forming organs,Number of total deaths,SVK,Slovak Republic,1996,44
Diseases of the blood and blood-forming organs,Number of total deaths,SVK,Slovak Republic,1997,35
Diseases of the blood and blood-forming organs,Number of total deaths,SVK,Slovak Republic,1998,34
Diseases of the blood and blood-forming organs,Number of total deaths,SVK,Slovak Republic,1999,32
Diseases of the blood and blood-forming organs,Number of total deaths,SVK,Slovak Republic,2000,56
Diseases of the blood and blood-forming organs,Number of total deaths,SVK,Slovak Republic,2001,66
Diseases of the blood and blood-forming organs,Number of total deaths,SVK,Slovak Republic,2002,68
Diseases of the blood and blood-forming organs,Number of total deaths,SVK,Slovak Republic,2003,60
Diseases of the blood and blood-forming organs,Number of total deaths,SVK,Slovak Republic,2004,65
Diseases of the blood and blood-forming organs,Number of total deaths,SVK,Slovak Republic,2005,55
Diseases of the blood and blood-forming organs,Number of total deaths,SVK,Slovak Republic,2006,63
Diseases of the blood and blood-forming organs,Number of total deaths,SVK,Slovak Republic,2007,74
Diseases of the blood and blood-forming organs,Number of total deaths,SVK,Slovak Republic,2008,72
Diseases of the blood and blood-forming organs,Number of total deaths,SVK,Slovak Republic,2009,58
Diseases of the blood and blood-forming organs,Number of total deaths,SVK,Slovak Republic,2010,41
Diseases of the blood and blood-forming organs,Number of total deaths,SVK,Slovak Republic,2012,48
Diseases of the blood and blood-forming organs,Number of total deaths,SVK,Slovak Republic,2013,60
Diseases of the blood and blood-forming organs,Number of total deaths,SVK,Slovak Republic,2014,54
Diabetes mellitus,Number of total deaths,SVK,Slovak Republic,1993,796
Diabetes mellitus,Number of total deaths,SVK,Slovak Republic,1994,632
Diabetes mellitus,Number of total deaths,SVK,Slovak Republic,1995,668
Diabetes mellitus,Number of total deaths,SVK,Slovak Republic,1996,590
Diabetes mellitus,Number of total deaths,SVK,Slovak Republic,1997,613
Diabetes mellitus,Number of total deaths,SVK,Slovak Republic,1998,739
Diabetes mellitus,Number of total deaths,SVK,Slovak Republic,1999,1015
Diabetes mellitus,Number of total deaths,SVK,Slovak Republic,2000,758
Diabetes mellitus,Number of total deaths,SVK,Slovak Republic,2001,762
Diabetes mellitus,Number of total deaths,SVK,Slovak Republic,2002,730
Diabetes mellitus,Number of total deaths,SVK,Slovak Republic,2003,772
Diabetes mellitus,Number of total deaths,SVK,Slovak Republic,2004,748
Diabetes mellitus,Number of total deaths,SVK,Slovak Republic,2005,722
Diabetes mellitus,Number of total deaths,SVK,Slovak Republic,2006,714
Diabetes mellitus,Number of total deaths,SVK,Slovak Republic,2007,640
Diabetes mellitus,Number of total deaths,SVK,Slovak Republic,2008,625
Diabetes mellitus,Number of total deaths,SVK,Slovak Republic,2009,674
Diabetes mellitus,Number of total deaths,SVK,Slovak Republic,2010,651
Diabetes mellitus,Number of total deaths,SVK,Slovak Republic,2012,970
Diabetes mellitus,Number of total deaths,SVK,Slovak Republic,2013,792
Diabetes mellitus,Number of total deaths,SVK,Slovak Republic,2014,895
Mental and behavioural disorders,Number of total deaths,SVK,Slovak Republic,1993,218
Mental and behavioural disorders,Number of total deaths,SVK,Slovak Republic,1994,35
Mental and behavioural disorders,Number of total deaths,SVK,Slovak Republic,1995,39
Mental and behavioural disorders,Number of total deaths,SVK,Slovak Republic,1996,21
Mental and behavioural disorders,Number of total deaths,SVK,Slovak Republic,1997,32
